date,open,high,low,close,size
20160419,4828.0,4951.0,4782.0,4943.0,6921
20160420,4936.0,4985.0,4886.5,4972.5,6122
20160421,4976.0,5065.0,4930.0,4997.0,9335
20160422,4996.0,5091.0,4958.0,5030.5,7709
20160425,5020.0,5030.0,4970.0,4990.0,5236
20160426,4981.0,5002.0,4916.5,4964.0,5172
20160427,4972.0,4983.0,4873.0,4932.0,5189
20160428,4940.0,4955.0,4880.0,4932.0,4703
20160429,4930.5,5073.5,4926.0,5035.5,5885
20160503,5007.0,5012.0,4897.5,4907.5,6888
20160504,4912.5,4925.0,4839.0,4841.0,4835
20160505,4853.0,4866.0,4764.0,4770.5,5525
20160506,4776.5,4825.0,4755.0,4788.0,5475
20160509,4781.0,4784.5,4682.5,4686.5,6862
20160510,4685.0,4724.0,4663.5,4678.0,5125
20160511,4678.0,4751.0,4674.0,4692.5,5368
20160512,4692.5,4770.0,4600.0,4622.0,8526
20160513,4628.5,4659.0,4594.0,4622.0,5894
20160516,4619.5,4687.0,4596.0,4654.5,5580
20160517,4656.5,4699.5,4612.0,4640.0,5312
20160518,4656.0,4667.5,4563.5,4634.0,6357
20160519,4601.5,4608.0,4540.0,4596.0,5805
20160520,4595.5,4637.5,4566.0,4571.0,4492
20160523,4576.0,4588.5,4545.0,4565.0,4371
20160524,4563.0,4635.0,4554.5,4586.5,5252
20160525,4604.5,4677.0,4596.5,4676.0,4624
20160526,4665.5,4712.0,4653.0,4662.0,4778
20160527,4662.5,4719.5,4640.0,4687.0,3660
20160531,4665.0,4696.5,4650.0,4654.0,3704
20160601,4647.5,4647.5,4565.5,4606.0,5660
20160602,4615.5,4620.0,4571.5,4597.0,4406
20160603,4594.0,4725.0,4594.0,4683.0,6391
20160606,4694.0,4748.0,4676.0,4676.0,4386
20160607,4685.5,4704.0,4552.0,4558.5,6995
20160608,4568.0,4623.0,4565.0,4580.0,4854
20160609,4594.5,4633.5,4483.5,4538.5,5353
20160610,4527.5,4540.0,4487.0,4516.0,4115
20160613,4518.0,4589.0,4495.5,4555.0,5662
20160614,4569.5,4570.5,4510.5,4530.5,3964
20160615,4524.5,4690.0,4523.5,4645.0,7103
20160616,4639.5,4646.0,4525.0,4544.0,5972
20160617,4561.5,4594.0,4532.0,4550.0,4673
20160620,4580.0,4650.0,4566.5,4636.5,4241
20160621,4631.5,4700.5,4588.0,4699.5,5919
20160622,4697.5,4733.5,4657.0,4708.0,5910
20160623,4720.0,4795.0,4695.0,4774.5,6870
20160624,4766.0,4778.0,4588.0,4698.0,9953
20160627,4680.0,4751.5,4655.5,4705.5,5341
20160628,4714.5,4830.0,4698.5,4823.5,6019
20160629,4826.5,4847.5,4780.5,4840.5,4044
20160630,4847.0,4865.0,4805.0,4850.5,4876
20160701,4854.5,4936.5,4784.0,4905.5,5645
20160704,4918.5,4960.0,4880.0,4885.0,4781
20160705,4897.5,4901.0,4787.5,4817.5,5854
20160706,4817.0,4835.0,4713.5,4768.5,6335
20160707,4761.0,4776.0,4685.0,4687.0,4225
20160708,4702.0,4737.0,4682.0,4689.5,3256
20160711,4702.0,4788.0,4692.0,4743.0,3158
20160712,4744.5,4912.0,4744.5,4885.5,4362
20160713,4891.0,5032.0,4870.0,4936.0,7383
20160714,4929.0,4975.0,4913.5,4938.5,3290
20160715,4934.0,5000.0,4915.0,4923.0,3700
20160718,4913.5,4944.0,4853.0,4935.5,3826
20160719,4939.0,4990.0,4902.5,4984.0,3894
20160720,4977.0,4992.5,4900.0,4958.5,3933
20160721,4951.5,5000.0,4946.0,4980.0,3734
20160722,4955.5,4997.0,4906.0,4922.5,3781
20160725,4930.0,4949.5,4875.0,4915.5,3476
20160726,4908.0,4930.0,4859.0,4917.0,3680
20160727,4922.0,4935.0,4830.0,4834.0,3998
20160728,4850.0,4916.0,4849.5,4899.0,3354
20160729,4898.5,4945.0,4848.0,4920.0,3733
20160801,4911.0,4965.0,4865.5,4872.0,3769
20160802,4865.0,4959.0,4855.0,4886.0,4350
20160803,4884.5,4902.5,4820.0,4868.5,4681
20160804,4884.5,4886.0,4786.0,4832.0,4802
20160805,4832.5,4849.0,4783.0,4796.0,3687
20160808,4789.0,4842.0,4789.0,4809.0,3139
20160809,4799.0,4810.0,4761.0,4776.5,3396
20160810,4776.0,4888.5,4776.0,4822.0,5063
20160811,4815.5,4855.0,4809.5,4848.0,2343
20160812,4850.5,4864.0,4750.5,4752.0,4262
20160815,4752.0,4782.0,4752.0,4772.0,3052
20160816,4770.0,4828.0,4762.0,4813.0,3672
20160817,4806.0,4819.0,4763.5,4775.0,2530
20160818,4784.5,4844.5,4780.5,4809.0,3810
20160819,4806.0,4818.5,4782.0,4808.0,3015
20160822,4809.5,4809.5,4735.0,4748.5,4441
20160823,4759.0,4770.0,4694.0,4706.0,4421
20160824,4703.5,4717.5,4622.5,4629.0,4788
20160825,4631.5,4655.5,4620.0,4627.0,3178
20160826,4625.0,4665.5,4615.0,4620.5,3860
20160830,4625.5,4646.5,4600.0,4609.0,2987
20160831,4620.0,4641.0,4610.0,4618.0,2631
20160901,4619.5,4657.0,4612.0,4625.0,3359
20160902,4627.0,4650.0,4615.0,4615.0,3384
20160905,4618.5,4642.0,4610.0,4626.5,2287
20160906,4627.0,4656.0,4619.5,4636.0,2787
20160907,4640.5,4688.5,4633.0,4651.0,3241
20160908,4648.5,4670.0,4630.0,4664.5,2643
20160909,4665.0,4671.5,4625.0,4630.5,2815
20160912,4630.0,4660.0,4582.0,4659.0,4095
20160913,4662.0,4692.0,4635.0,4662.5,3305
20160914,4653.0,4781.5,4653.0,4772.0,4781
20160915,4765.0,4787.5,4744.0,4780.0,3104
20160916,4782.5,4794.5,4747.5,4777.0,2664
20160919,4769.5,4777.0,4732.5,4767.5,3272
20160920,4761.0,4800.0,4746.0,4781.0,2967
20160921,4789.0,4789.0,4754.0,4767.0,2393
20160922,4779.0,4858.5,4779.0,4845.0,3739
20160923,4845.0,4869.0,4826.5,4856.0,3386
20160926,4863.5,4865.0,4813.5,4844.5,2608
20160927,4838.0,4845.0,4770.5,4797.0,3447
20160928,4796.5,4832.0,4790.5,4830.0,2458
20160929,4844.0,4860.0,4812.0,4825.0,3276
20160930,4831.0,4889.0,4815.0,4877.5,3775
20161003,4865.0,4887.0,4783.5,4833.5,3400
20161004,4838.0,4839.5,4780.0,4790.0,3287
20161005,4790.5,4814.0,4773.0,4797.0,2286
20161006,4789.0,4798.0,4750.0,4760.0,2530
20161007,4757.5,4816.0,4750.0,4790.0,3299
20161010,4794.0,4860.0,4784.0,4844.0,3008
20161011,4851.0,4856.0,4797.0,4825.0,3357
20161012,4829.5,4842.0,4806.5,4808.0,2218
20161013,4810.0,4818.0,4687.5,4715.0,6023
20161014,4710.0,4730.0,4674.5,4675.5,3771
20161017,4676.0,4704.5,4673.0,4674.0,2745
20161018,4681.0,4714.0,4672.5,4675.0,2976
20161019,4674.0,4685.5,4640.0,4670.5,3552
20161020,4671.0,4691.5,4633.0,4652.0,2943
20161021,4653.0,4664.5,4633.5,4644.0,2591
20161024,4640.0,4670.0,4634.0,4643.5,2710
20161025,4649.0,4754.5,4646.5,4738.0,5796
20161026,4735.5,4759.0,4713.5,4756.5,2829
20161027,4747.5,4797.0,4721.0,4788.0,3576
20161028,4785.5,4850.0,4775.0,4845.5,4304
20161031,4852.0,4878.0,4820.0,4862.0,4373
20161101,4865.5,4922.0,4850.0,4914.0,5186
20161102,4915.0,4923.5,4866.0,4905.5,4526
20161103,4905.0,4965.5,4894.5,4957.5,4271
20161104,4954.0,5003.0,4928.0,4992.0,4048
20161107,4980.0,5100.5,4973.0,5100.0,7242
20161108,5090.0,5250.5,5051.0,5247.5,8928
20161109,5230.0,5443.0,5115.0,5420.5,16415
20161110,5417.0,5714.0,5410.0,5617.0,13922
20161111,5615.5,6025.5,5506.0,5559.0,24745
20161114,5557.0,5736.5,5528.5,5564.0,9838
20161115,5563.5,5674.0,5360.0,5522.5,10309
20161116,5521.0,5543.0,5400.5,5451.0,7159
20161117,5433.0,5529.5,5381.5,5476.0,6431
20161118,5465.0,5513.0,5401.5,5435.0,6453
20161121,5446.5,5594.0,5438.0,5559.0,5427
20161122,5566.0,5687.0,5566.0,5612.0,6334
20161123,5609.0,5786.0,5562.0,5768.0,7066
20161124,5798.0,5957.5,5770.0,5863.0,8828
20161125,5893.5,5919.0,5804.0,5919.0,6331
20161128,5881.0,6045.5,5820.5,5874.5,9165
20161129,5859.0,5885.0,5697.0,5739.5,9989
20161130,5730.0,5845.0,5612.5,5795.0,10290
20161201,5800.0,5870.0,5751.0,5795.0,6060
20161202,5790.0,5805.0,5713.0,5789.0,4547
20161205,5766.5,5969.0,5726.0,5927.5,5085
20161206,5923.5,5951.5,5831.0,5872.5,4556
20161207,5886.0,5950.0,5780.0,5830.0,6021
20161208,5818.0,5875.0,5745.5,5780.0,5725
20161209,5772.0,5866.5,5764.5,5830.0,3946
20161212,5882.0,5910.0,5755.5,5760.0,4713
20161213,5732.5,5790.0,5655.5,5720.5,5489
20161214,5689.5,5765.0,5665.5,5746.0,3959
20161215,5718.0,5776.5,5673.0,5725.0,4440
20161216,5733.5,5751.0,5624.0,5640.0,3461
20161219,5620.0,5640.0,5459.0,5505.0,5141
20161220,5497.5,5534.0,5475.0,5515.0,3462
20161221,5520.0,5559.5,5498.0,5505.0,2831
20161222,5507.0,5532.0,5419.5,5529.0,4196
20161223,5539.0,5571.0,5464.0,5469.5,2631
20161228,5560.5,5596.0,5480.0,5515.5,4558
20161229,5520.0,5568.0,5477.0,5495.0,2612
20161230,5495.5,5550.0,5493.0,5516.0,2475
20170103,5542.5,5616.0,5480.5,5481.5,5012
20170104,5492.0,5645.0,5450.5,5635.0,4944
20170105,5640.0,5698.0,5576.5,5582.5,4168
20170106,5584.5,5614.0,5536.5,5595.0,3630
20170109,5604.0,5618.5,5551.0,5590.0,3991
20170110,5590.0,5779.0,5573.5,5745.0,7413
20170111,5756.0,5788.5,5711.5,5723.0,4977
20170112,5726.0,5884.0,5725.0,5876.0,7438
20170113,5860.0,5917.0,5808.5,5910.0,6419
20170116,5929.0,5930.0,5832.0,5843.0,4048
20170117,5850.0,5855.0,5727.5,5776.5,5940
20170118,5766.5,5788.0,5735.0,5759.0,4020
20170119,5760.0,5793.5,5668.0,5740.0,4568
20170120,5746.0,5813.5,5693.0,5757.5,4285
20170123,5760.0,5860.0,5759.0,5810.0,3892
20170124,5807.5,5956.5,5803.0,5945.5,6655
20170125,5951.0,5973.0,5886.5,5945.0,6153
20170126,5953.0,5981.5,5819.0,5850.0,5403
20170127,5831.0,5903.0,5825.0,5899.5,3335
20170130,5901.5,5912.0,5785.0,5850.0,3374
20170131,5854.0,5998.5,5837.5,5980.0,5205
20170201,5976.0,6007.0,5931.0,5948.0,4425
20170202,5963.0,5976.0,5853.0,5906.5,4419
20170203,5910.0,5912.5,5755.0,5765.5,6618
20170206,5765.0,5855.0,5765.0,5845.5,4321
20170207,5843.0,5854.0,5782.5,5807.0,3781
20170208,5805.5,5925.0,5802.0,5867.5,4890
20170209,5876.0,5894.0,5814.5,5848.0,4766
20170210,5837.5,6091.0,5810.0,6087.5,10375
20170213,6090.0,6204.0,6086.5,6127.0,8565
20170214,6120.0,6190.0,5981.5,6021.0,9020
20170215,6026.5,6074.5,5992.0,6053.0,6609
20170216,6051.5,6098.0,5957.0,5990.0,7224
20170217,5984.0,6038.0,5920.0,5970.0,5297
20170220,5977.5,6105.0,5958.0,6070.0,4247
20170221,6070.5,6093.0,6031.0,6056.0,3814
20170222,6053.0,6066.5,5986.0,6027.0,4848
20170223,6042.0,6042.0,5838.5,5853.0,7048
20170224,5854.0,5956.0,5845.0,5914.0,6206
20170227,5934.5,5954.5,5877.0,5939.5,4220
20170228,5932.0,5994.5,5898.5,5979.5,4344
20170301,5982.0,6090.0,5955.0,6012.0,6129
20170302,6020.0,6035.5,5908.5,5927.5,4762
20170303,5918.0,5958.5,5901.0,5939.0,4396
20170306,5934.5,5950.0,5835.0,5855.0,5498
20170307,5855.5,5876.0,5759.0,5779.5,5946
20170308,5773.5,5816.5,5731.0,5738.5,5186
20170309,5741.5,5743.5,5652.0,5694.5,6539
20170310,5692.5,5778.0,5687.5,5734.0,5529
20170313,5749.0,5824.0,5743.0,5799.0,4010
20170314,5795.5,5843.0,5735.0,5835.0,5018
20170315,5835.5,5901.0,5814.5,5888.0,3900
20170316,5895.0,5948.5,5889.0,5910.0,4822
20170317,5899.5,5945.0,5863.0,5940.0,3597
20170320,5918.5,5950.0,5850.0,5865.0,4127
20170321,5866.0,5870.0,5761.0,5771.0,5850
20170322,5768.5,5838.0,5715.0,5837.5,5227
20170323,5834.0,5855.0,5768.0,5853.5,4916
20170324,5839.5,5840.0,5776.5,5815.0,3290
20170327,5800.0,5810.0,5671.0,5800.0,6839
20170328,5799.0,5903.0,5769.0,5873.0,5594
20170329,5891.0,5927.5,5858.0,5905.0,5879
20170330,5899.5,5985.0,5851.0,5915.0,6963
20170331,5886.5,5915.0,5810.5,5861.0,6053
20170403,5847.0,5872.0,5749.0,5758.0,5009
20170404,5759.5,5783.0,5730.0,5783.0,3347
20170405,5784.5,5944.0,5778.0,5924.5,8167
20170406,5901.0,5932.0,5848.0,5878.0,5334
20170407,5857.0,5895.5,5752.0,5847.5,6445
20170410,5826.5,5832.0,5742.0,5755.0,4839
20170411,5746.5,5792.0,5710.0,5768.0,5968
20170412,5759.5,5768.5,5615.0,5624.5,8799
20170413,5625.0,5732.5,5624.5,5682.5,5158
20170418,5725.5,5739.5,5568.5,5605.0,6319
20170419,5596.0,5675.5,5530.0,5595.0,7617
20170420,5591.0,5658.0,5555.5,5635.5,5715
20170421,5643.0,5686.5,5598.5,5637.5,4660
20170424,5672.0,5686.5,5613.0,5655.0,3915
20170425,5653.0,5722.0,5634.5,5714.0,4294
20170426,5702.5,5738.0,5693.5,5734.5,4056
20170427,5720.0,5728.0,5656.0,5715.0,4107
20170428,5714.5,5750.0,5700.0,5735.0,4514
20170502,5800.5,5820.0,5761.5,5806.0,4728
20170503,5790.0,5792.0,5591.5,5603.0,8005
20170504,5580.0,5614.0,5494.0,5540.5,7567
20170505,5545.5,5591.0,5524.0,5585.0,5618
20170508,5607.0,5609.0,5462.5,5497.5,5779
20170509,5499.0,5554.0,5477.0,5513.5,3830
20170510,5507.5,5540.0,5481.5,5510.0,3467
20170511,5509.5,5627.5,5491.5,5538.5,5066
20170512,5541.5,5575.0,5529.0,5568.0,3264
20170515,5560.5,5637.0,5560.5,5606.0,2970
20170516,5597.0,5625.0,5563.0,5621.0,3418
20170517,5606.0,5640.0,5573.0,5611.5,4284
20170518,5599.0,5600.0,5485.0,5583.0,6334
20170519,5589.0,5694.5,5575.5,5687.5,5494
20170522,5680.5,5720.0,5654.0,5718.0,3743
20170523,5715.5,5724.5,5666.0,5724.0,3634
20170524,5712.0,5713.0,5635.5,5703.0,5240
20170525,5685.5,5768.5,5672.0,5729.5,4985
20170526,5724.0,5738.5,5631.5,5662.0,3842
20170530,5650.5,5667.0,5602.0,5658.0,2688
20170531,5660.0,5702.0,5633.0,5693.0,4746
20170601,5691.0,5720.5,5651.0,5702.5,4738
20170602,5688.5,5690.5,5575.0,5688.0,6744
20170605,5658.0,5674.0,5606.5,5648.0,3252
20170606,5637.0,5659.5,5553.0,5618.0,6119
20170607,5616.0,5644.0,5588.0,5625.0,4204
20170608,5625.0,5747.0,5611.0,5746.5,6947
20170609,5743.0,5832.0,5719.0,5830.0,5710
20170612,5823.0,5825.0,5750.0,5763.5,4002
20170613,5764.5,5782.0,5689.0,5730.0,4135
20170614,5718.0,5745.0,5655.5,5667.0,4415
20170615,5645.0,5708.0,5642.0,5674.0,4401
20170616,5668.0,5700.5,5647.5,5673.0,3139
20170619,5669.0,5742.0,5658.5,5726.0,3502
20170620,5728.0,5735.0,5642.0,5668.0,4477
20170621,5660.0,5763.0,5630.0,5725.0,5394
20170622,5741.5,5775.0,5690.0,5741.0,4805
20170623,5742.0,5854.5,5723.5,5800.0,5516
20170626,5784.5,5843.5,5775.0,5801.5,3605
20170627,5798.0,5868.0,5779.5,5846.5,4289
20170628,5843.0,5883.5,5824.5,5879.0,4122
20170629,5881.0,5963.5,5875.5,5925.0,6218
20170630,5928.5,5965.0,5892.0,5959.0,4605
20170703,5946.0,5957.0,5898.0,5915.0,4111
20170704,5909.0,5912.5,5865.0,5887.5,2929
20170705,5888.5,5909.0,5815.0,5850.0,4656
20170706,5846.5,5872.0,5831.0,5848.5,3333
20170707,5844.0,5869.0,5811.0,5831.0,3526
20170710,5838.0,5853.5,5792.0,5836.5,2977
20170711,5830.0,5890.0,5816.0,5877.0,4022
20170712,5884.5,5933.0,5883.0,5903.5,4226
20170713,5902.5,5930.0,5859.0,5864.5,3828
20170714,5873.5,5932.0,5864.5,5928.0,3740
20170717,5926.0,6022.5,5910.5,6004.5,5317
20170718,5996.0,6015.0,5967.0,6004.0,3404
20170719,6001.0,6020.0,5963.5,5966.0,3175
20170720,5962.0,5993.5,5945.5,5975.0,3499
20170721,5977.5,6051.0,5972.0,5997.0,4328
20170724,5993.0,6034.0,5985.0,6033.5,2648
20170725,6029.5,6280.0,6025.5,6261.0,9635
20170726,6255.5,6400.0,6235.0,6306.5,10198
20170727,6314.5,6378.0,6300.5,6320.0,5554
20170728,6320.0,6348.5,6258.0,6344.5,5207
20170731,6344.5,6430.0,6340.0,6373.0,5924
20170801,6371.5,6392.5,6313.0,6347.5,4860
20170802,6337.5,6365.0,6308.0,6354.0,4536
20170803,6349.0,6375.5,6302.0,6345.0,4313
20170804,6347.5,6385.5,6317.0,6362.0,4921
20170807,6367.5,6447.5,6336.5,6418.5,7391
20170808,6419.0,6493.0,6378.5,6481.5,5947
20170809,6482.0,6515.0,6431.0,6455.0,6085
20170810,6456.0,6479.0,6382.0,6402.0,5141
20170811,6393.0,6432.0,6336.5,6427.0,5966
20170814,6430.0,6445.5,6376.5,6404.0,4014
20170815,6405.5,6431.5,6355.0,6363.0,3947
20170816,6361.5,6576.5,6355.0,6526.5,7787
20170817,6534.5,6580.0,6468.0,6472.5,5173
20170818,6444.0,6536.0,6438.0,6481.0,6399
20170821,6477.0,6623.0,6473.0,6574.0,6931
20170822,6580.0,6649.0,6545.0,6587.5,6263
20170823,6592.0,6597.0,6535.0,6583.5,4932
20170824,6586.5,6731.5,6576.0,6696.0,6217
20170825,6702.5,6747.0,6662.0,6704.0,5730
20170829,6745.0,6843.5,6745.0,6804.5,5970
20170830,6797.5,6833.0,6761.5,6776.0,4119
20170831,6770.0,6872.0,6770.0,6815.0,4836
20170901,6818.0,6847.0,6779.0,6846.0,3743
20170904,6860.0,6924.0,6850.0,6923.0,4069
20170905,6919.0,6970.0,6835.0,6861.0,4850
20170906,6870.0,6926.0,6864.5,6923.0,4875
20170907,6925.0,6929.0,6836.0,6915.0,5456
20170908,6918.5,6949.0,6669.0,6680.5,8939
20170911,6687.0,6774.0,6671.5,6747.0,5263
20170912,6753.5,6755.0,6635.5,6672.0,5206
20170913,6678.5,6693.0,6529.0,6555.0,6602
20170914,6555.0,6568.0,6452.5,6504.5,7502
20170915,6509.0,6541.5,6453.0,6488.0,5822
20170918,6506.5,6584.5,6502.0,6532.0,5088
20170919,6542.0,6564.0,6506.5,6533.5,4394
20170920,6539.5,6584.0,6506.0,6535.0,4133
20170921,6513.0,6517.5,6426.0,6456.0,5578
20170922,6442.0,6480.5,6366.0,6476.5,5402
20170925,6485.5,6510.5,6435.5,6462.5,3627
20170926,6475.0,6527.0,6401.0,6433.0,4508
20170927,6417.5,6491.5,6413.5,6445.5,4142
20170928,6446.0,6575.0,6394.0,6552.5,6334
20170929,6548.0,6581.0,6481.0,6501.0,4673
20171002,6539.5,6545.0,6463.0,6493.0,3112
20171003,6490.5,6537.0,6439.5,6513.0,2838
20171004,6509.0,6538.0,6485.5,6511.0,2332
20171005,6510.0,6708.5,6504.5,6689.5,4656
20171006,6692.0,6724.0,6642.0,6654.0,3518
20171009,6652.5,6685.0,6629.5,6667.5,3795
20171010,6675.0,6760.5,6672.0,6752.5,4951
20171011,6746.0,6822.0,6722.0,6813.5,6229
20171012,6810.5,6903.0,6788.5,6877.5,5103
20171013,6877.5,6918.5,6852.5,6893.0,5108
20171016,6890.5,7177.0,6854.0,7130.0,11042
20171017,7125.0,7137.0,7019.5,7040.0,6760
20171018,7052.5,7079.0,6981.5,6991.0,5818
20171019,6989.5,7013.0,6905.0,6972.5,5332
20171020,6977.0,7068.5,6920.5,6969.5,5807
20171023,6965.5,7022.5,6937.5,7012.5,4293
20171024,7016.0,7123.0,7007.5,7043.0,5627
20171025,7039.0,7052.5,6925.0,7010.5,5297
20171026,7018.5,7045.0,6957.5,6999.5,3550
20171027,6993.0,6993.5,6782.5,6843.5,7643
20171030,6820.0,6875.0,6820.0,6862.5,3324
20171031,6860.0,6921.0,6821.5,6862.0,4351
20171101,6867.5,7020.0,6867.5,6927.0,7690
20171102,6938.0,6996.0,6873.5,6931.0,6216
20171103,6955.0,6960.5,6857.0,6881.0,4055
20171106,6940.5,7000.0,6935.5,6972.0,3927
20171107,6954.5,6978.0,6812.5,6828.5,5176
20171108,6833.5,6876.5,6780.0,6853.0,5135
20171109,6792.0,6833.0,6761.5,6828.5,4153
20171110,6837.5,6870.5,6780.0,6795.0,3753
20171113,6823.5,6932.0,6783.0,6898.5,5677
20171114,6883.0,6893.5,6752.0,6772.5,5975
20171115,6769.0,6780.0,6713.0,6753.0,6117
20171116,6750.0,6813.5,6721.0,6754.0,3945
20171117,6757.5,6802.5,6715.0,6800.0,3375
20171120,6775.5,6845.0,6757.5,6838.0,3608
20171121,6832.0,6928.5,6821.5,6920.0,3867
20171122,6918.5,6957.5,6900.0,6938.5,4174
20171123,6940.0,6984.0,6911.0,6970.0,2496
20171124,6962.0,7023.0,6961.0,7017.0,3997
20171127,6936.5,6951.5,6908.0,6929.0,3866
20171128,6847.0,6874.5,6797.5,6805.0,4889
20171129,6812.0,6846.5,6737.0,6749.5,6442
20171130,6758.5,6806.5,6728.0,6770.5,4079
20171201,6778.0,6876.0,6751.0,6816.5,5930
20171204,6857.0,6861.0,6795.0,6806.5,3084
20171205,6797.0,6801.0,6507.5,6531.5,11708
20171206,6530.0,6604.5,6525.0,6550.5,6392
20171207,6561.5,6620.0,6526.5,6559.0,4661
20171208,6565.0,6617.5,6546.5,6577.5,4134
20171211,6593.5,6673.0,6554.0,6654.0,4445
20171212,6657.0,6689.0,6630.0,6677.5,3684
20171213,6671.5,6748.0,6655.0,6742.0,4443
20171214,6725.5,6847.0,6712.0,6784.0,4610
20171215,6786.0,6913.0,6762.0,6901.0,6860
20171218,6878.5,6934.0,6858.0,6932.5,4048
20171219,6876.0,6953.5,6861.0,6937.0,4316
20171220,6927.0,7070.5,6914.5,7048.0,7075
20171221,7031.0,7088.0,7005.0,7085.5,4900
20171222,7072.0,7139.0,7034.5,7136.0,4839
20171227,7167.0,7259.0,7150.0,7219.0,6375
20171228,7255.0,7312.5,7251.0,7286.5,4343
20171229,7281.0,7291.5,7176.5,7251.5,4009
20180102,7250.0,7285.0,7196.0,7216.5,4543
20180103,7188.5,7194.5,7132.5,7174.5,4120
20180104,7166.0,7265.0,7150.0,7185.5,5305
20180105,7177.0,7193.0,7107.0,7118.0,4428
20180108,7120.5,7160.0,7105.0,7125.0,3402
20180109,7132.0,7187.5,7086.0,7105.5,4740
20180110,7103.0,7225.0,7098.0,7146.0,4943
20180111,7158.0,7185.0,7081.0,7128.5,4839
20180112,7133.5,7171.0,7100.0,7112.5,4626
20180115,7244.0,7262.0,7191.5,7206.0,3577
20180116,7164.0,7166.0,7035.5,7111.5,7426
20180117,7106.0,7116.0,7027.0,7058.5,5504
